(('2020-12-02', '0'), 0.06265553542431675)
(('2020-11-24', '0'), 0.06270914145605383)
(('2020-12-17', '1'), 0.0982113786346615)
(('2020-05-19', '0'), 0.06105522071858642)
(('2020-04-28', '0'), 0.031466710241368816)
(('2020-04-19', '0'), 0.052746467956057065)
(('2020-08-14', '1'), 0.14108589696355656)
(('2020-08-22', '1'), -0.01960167147667148)
(('2020-09-03', '1'), 0.04515690278636712)
(('2020-08-24', '1'), 0.08551168831168834)
(('2020-04-05', '0'), 0.06984434833300288)
(('2020-09-28', '1'), 0.04305431460788614)
(('2020-07-19', '1'), 0.055634180270794656)
(('2020-10-19', '0'), 0.06024685747890458)
(('2020-09-23', '1'), 0.051368013740518054)
(('2020-07-13', '1'), 0.09860173595307405)
(('2020-09-27', '1'), 0.06897545362215676)
(('2020-12-09', '0'), 0.05699155257276944)
(('2020-11-13', '1'), 0.0031546821746248834)
(('2020-12-10', '0'), 0.05763890884768181)
(('2020-04-14', '0'), 0.058318050948524075)
(('2020-11-19', '0'), 0.06207648758775176)
(('2020-05-10', '0'), 0.052036292167935594)
(('2020-05-20', '1'), 0.025858121703488036)
(('2020-06-02', '0'), 0.0076056124586253255)
(('2020-07-31', '0'), 0.04135099038771841)
(('2020-09-07', '0'), 0.04711015070305448)
(('2020-08-14', '0'), 0.06248481780867817)
(('2020-08-19', '1'), 0.01589299589299589)
(('2020-08-05', '0'), 0.04861324418798841)
(('2021-01-03', '1'), 0.06447185154441266)
(('2020-10-11', '1'), 0.05356580915500375)
(('2020-10-20', '1'), 0.09334809945253125)
(('2020-12-18', '1'), 0.10989961255728316)
(('2020-11-14', '0'), 0.03667332105500063)
(('2020-12-08', '0'), 0.06403551338554127)
(('2020-11-28', '1'), 0.06142313041502207)
(('2020-05-20', '0'), 0.06023942384709585)
(('2020-04-21', '1'), 0.0317279844249953)
(('2020-05-02', '0'), 0.05374275769544049)
(('2020-08-30', '0'), 0.0756747041220668)
(('2020-06-18', '0'), 0.04759150939057304)
(('2020-07-05', '0'), 0.028261970475563274)
(('2021-01-12', '0'), 0.05784489438976145)
(('2020-10-04', '0'), 0.053219696331913306)
(('2020-09-26', '1'), 0.12571100391435147)
(('2020-11-06', '0'), 0.06669176652536048)
(('2020-10-30', '0'), 0.04715810704666854)
(('2020-10-14', '1'), 0.06454562733133413)
(('2020-12-04', '0'), 0.06482013841385623)
(('2020-11-13', '0'), 0.051596634231373825)
